lenguaje,n,algoritmo,escenario,repeticion,clave,posicion_origen,posicion,comparaciones,tiempo_ns
C++,10000,lineal,final,21,15100,9999,9999,10000,2744
C++,10000,lineal,ausente,15,18288,-1,-1,10000,2744
C++,10000,lineal,final,24,15100,9999,9999,10000,2744
C++,10000,binaria,centro,26,15825,5000,6022,14,40
C++,10000,lineal,ausente,6,18288,-1,-1,10000,2744
C++,10000,lineal,ausente,7,18288,-1,-1,10000,2734
C++,10000,lineal,ausente,19,18288,-1,-1,10000,2734
C++,10000,binaria,final,9,15100,9999,4912,12,40
C++,10000,binaria,final,16,15100,9999,4912,12,30
C++,10000,binaria,centro,28,15825,5000,6022,14,40
C++,10000,lineal,final,28,15100,9999,9999,10000,2744
C++,10000,lineal,centro,30,15825,5000,5000,5001,1392
C++,10000,lineal,ausente,25,18288,-1,-1,10000,2735
C++,10000,binaria,final,14,15100,9999,4912,12,30
C++,10000,lineal,inicio,29,14101,0,0,1,30
C++,10000,binaria,ausente,18,18288,-1,-1,14,50
C++,10000,lineal,inicio,14,14101,0,0,1,20
C++,10000,binaria,centro,17,15825,5000,6022,14,40
C++,10000,lineal,ausente,29,18288,-1,-1,10000,2744
C++,10000,lineal,centro,16,15825,5000,5000,5001,1392
C++,10000,binaria,inicio,17,14101,0,2844,14,40
C++,10000,lineal,centro,23,15825,5000,5000,5001,1403
C++,10000,lineal,centro,22,15825,5000,5000,5001,1392
C++,10000,binaria,inicio,2,14101,0,2844,14,30
C++,10000,binaria,centro,20,15825,5000,6022,14,40
C++,10000,binaria,final,30,15100,9999,4912,12,30
C++,10000,lineal,centro,29,15825,5000,5000,5001,1392
C++,10000,binaria,inicio,11,14101,0,2844,14,40
C++,10000,binaria,inicio,24,14101,0,2844,14,40
C++,10000,lineal,centro,26,15825,5000,5000,5001,1392
C++,10000,binaria,final,24,15100,9999,4912,12,50
C++,10000,binaria,centro,1,15825,5000,6022,14,40
C++,10000,binaria,centro,10,15825,5000,6022,14,40
C++,10000,binaria,ausente,12,18288,-1,-1,14,40
C++,10000,lineal,inicio,23,14101,0,0,1,40
C++,10000,binaria,centro,2,15825,5000,6022,14,30
C++,10000,lineal,ausente,18,18288,-1,-1,10000,2754
C++,10000,binaria,final,7,15100,9999,4912,12,30
C++,10000,lineal,inicio,21,14101,0,0,1,30
C++,10000,binaria,inicio,9,14101,0,2844,14,50
C++,10000,lineal,centro,15,15825,5000,5000,5001,1392
C++,10000,binaria,ausente,28,18288,-1,-1,14,60
C++,10000,lineal,centro,17,15825,5000,5000,5001,1392
C++,10000,lineal,inicio,2,14101,0,0,1,30
C++,10000,binaria,centro,30,15825,5000,6022,14,40
C++,10000,lineal,inicio,5,14101,0,0,1,20
C++,10000,binaria,ausente,15,18288,-1,-1,14,40
C++,10000,binaria,ausente,17,18288,-1,-1,14,40
C++,10000,binaria,inicio,4,14101,0,2844,14,50
C++,10000,binaria,ausente,3,18288,-1,-1,14,40
C++,10000,lineal,final,11,15100,9999,9999,10000,2754
C++,10000,lineal,centro,18,15825,5000,5000,5001,2523
C++,10000,binaria,inicio,15,14101,0,2844,14,60
C++,10000,lineal,final,17,15100,9999,9999,10000,5188
C++,10000,binaria,inicio,14,14101,0,2844,14,51
C++,10000,binaria,ausente,29,18288,-1,-1,14,40
C++,10000,binaria,final,12,15100,9999,4912,12,50
C++,10000,binaria,final,17,15100,9999,4912,12,50
C++,10000,lineal,final,4,15100,9999,9999,10000,5578
C++,10000,lineal,inicio,20,14101,0,0,1,30
C++,10000,binaria,centro,14,15825,5000,6022,14,70
C++,10000,lineal,final,5,15100,9999,9999,10000,74481
C++,10000,lineal,inicio,6,14101,0,0,1,30
C++,10000,binaria,final,19,15100,9999,4912,12,70
C++,10000,lineal,inicio,9,14101,0,0,1,30
C++,10000,binaria,inicio,16,14101,0,2844,14,50
C++,10000,binaria,ausente,4,18288,-1,-1,14,51
C++,10000,lineal,ausente,20,18288,-1,-1,10000,2734
C++,10000,lineal,centro,11,15825,5000,5000,5001,1402
C++,10000,binaria,centro,19,15825,5000,6022,14,40
C++,10000,lineal,centro,9,15825,5000,5000,5001,1392
C++,10000,binaria,centro,12,15825,5000,6022,14,50
C++,10000,binaria,centro,9,15825,5000,6022,14,50
C++,10000,lineal,ausente,16,18288,-1,-1,10000,2744
C++,10000,lineal,final,1,15100,9999,9999,10000,2744
C++,10000,lineal,final,16,15100,9999,9999,10000,2754
C++,10000,binaria,inicio,5,14101,0,2844,14,40
C++,10000,lineal,inicio,26,14101,0,0,1,20
C++,10000,binaria,centro,18,15825,5000,6022,14,40
C++,10000,binaria,centro,7,15825,5000,6022,14,40
C++,10000,lineal,final,20,15100,9999,9999,10000,2754
C++,10000,binaria,inicio,13,14101,0,2844,14,30
C++,10000,lineal,ausente,8,18288,-1,-1,10000,2734
C++,10000,binaria,centro,4,15825,5000,6022,14,50
C++,10000,lineal,centro,24,15825,5000,5000,5001,1392
C++,10000,lineal,final,10,15100,9999,9999,10000,2754
C++,10000,binaria,centro,21,15825,5000,6022,14,40
C++,10000,lineal,inicio,11,14101,0,0,1,20
C++,10000,binaria,final,26,15100,9999,4912,12,50
C++,10000,binaria,final,25,15100,9999,4912,12,40
C++,10000,lineal,final,27,15100,9999,9999,10000,2744
C++,10000,binaria,ausente,30,18288,-1,-1,14,50
C++,10000,lineal,centro,14,15825,5000,5000,5001,1392
C++,10000,lineal,final,2,15100,9999,9999,10000,2744
C++,10000,binaria,inicio,12,14101,0,2844,14,30
C++,10000,lineal,inicio,16,14101,0,0,1,20
C++,10000,lineal,final,23,15100,9999,9999,10000,2744
C++,10000,lineal,inicio,22,14101,0,0,1,30
C++,10000,binaria,final,2,15100,9999,4912,12,40
C++,10000,lineal,inicio,7,14101,0,0,1,30
C++,10000,binaria,ausente,13,18288,-1,-1,14,40
C++,10000,binaria,ausente,11,18288,-1,-1,14,40
C++,10000,lineal,ausente,10,18288,-1,-1,10000,2744
C++,10000,binaria,final,3,15100,9999,4912,12,40
C++,10000,binaria,inicio,3,14101,0,2844,14,50
C++,10000,lineal,centro,8,15825,5000,5000,5001,1392
C++,10000,binaria,final,18,15100,9999,4912,12,50
C++,10000,lineal,final,18,15100,9999,9999,10000,2744
C++,10000,lineal,final,7,15100,9999,9999,10000,2744
C++,10000,lineal,ausente,1,18288,-1,-1,10000,2734
C++,10000,binaria,inicio,29,14101,0,2844,14,50
C++,10000,lineal,centro,25,15825,5000,5000,5001,1393
C++,10000,lineal,final,9,15100,9999,9999,10000,2744
C++,10000,lineal,final,29,15100,9999,9999,10000,2734
C++,10000,binaria,final,15,15100,9999,4912,12,50
C++,10000,lineal,ausente,11,18288,-1,-1,10000,2734
C++,10000,lineal,inicio,28,14101,0,0,1,30
C++,10000,binaria,ausente,1,18288,-1,-1,14,40
C++,10000,lineal,centro,28,15825,5000,5000,5001,1392
C++,10000,lineal,ausente,22,18288,-1,-1,10000,2744
C++,10000,binaria,ausente,22,18288,-1,-1,14,61
C++,10000,lineal,centro,6,15825,5000,5000,5001,1392
C++,10000,binaria,ausente,16,18288,-1,-1,14,40
C++,10000,binaria,ausente,21,18288,-1,-1,14,40
C++,10000,binaria,inicio,28,14101,0,2844,14,50
C++,10000,binaria,inicio,27,14101,0,2844,14,40
C++,10000,binaria,ausente,10,18288,-1,-1,14,40
C++,10000,lineal,inicio,8,14101,0,0,1,20
C++,10000,binaria,final,23,15100,9999,4912,12,40
C++,10000,binaria,final,27,15100,9999,4912,12,30
C++,10000,binaria,ausente,5,18288,-1,-1,14,40
C++,10000,lineal,inicio,1,14101,0,0,1,20
C++,10000,lineal,final,15,15100,9999,9999,10000,2744
C++,10000,binaria,inicio,22,14101,0,2844,14,40
C++,10000,binaria,centro,11,15825,5000,6022,14,40
C++,10000,lineal,inicio,3,14101,0,0,1,20
C++,10000,binaria,final,22,15100,9999,4912,12,30
C++,10000,binaria,centro,3,15825,5000,6022,14,40
C++,10000,binaria,centro,22,15825,5000,6022,14,40
C++,10000,lineal,final,25,15100,9999,9999,10000,2734
C++,10000,lineal,ausente,13,18288,-1,-1,10000,2744
C++,10000,lineal,ausente,26,18288,-1,-1,10000,2734
C++,10000,binaria,final,6,15100,9999,4912,12,50
C++,10000,lineal,centro,20,15825,5000,5000,5001,1402
C++,10000,lineal,final,14,15100,9999,9999,10000,2744
C++,10000,lineal,ausente,21,18288,-1,-1,10000,2734
C++,10000,binaria,ausente,8,18288,-1,-1,14,50
C++,10000,lineal,centro,13,15825,5000,5000,5001,1392
C++,10000,binaria,ausente,20,18288,-1,-1,14,50
C++,10000,binaria,ausente,26,18288,-1,-1,14,40
C++,10000,binaria,inicio,7,14101,0,2844,14,41
C++,10000,lineal,centro,7,15825,5000,5000,5001,1382
C++,10000,binaria,centro,16,15825,5000,6022,14,50
C++,10000,lineal,inicio,12,14101,0,0,1,30
C++,10000,binaria,centro,8,15825,5000,6022,14,40
C++,10000,binaria,centro,29,15825,5000,6022,14,40
C++,10000,lineal,final,19,15100,9999,9999,10000,2744
C++,10000,binaria,inicio,6,14101,0,2844,14,30
C++,10000,lineal,centro,1,15825,5000,5000,5001,1392
C++,10000,lineal,ausente,28,18288,-1,-1,10000,2744
C++,10000,binaria,inicio,8,14101,0,2844,14,50
C++,10000,binaria,inicio,10,14101,0,2844,14,40
C++,10000,lineal,final,22,15100,9999,9999,10000,2744
C++,10000,lineal,centro,21,15825,5000,5000,5001,1392
C++,10000,lineal,inicio,13,14101,0,0,1,20
C++,10000,binaria,inicio,21,14101,0,2844,14,60
C++,10000,lineal,final,12,15100,9999,9999,10000,2745
C++,10000,lineal,centro,10,15825,5000,5000,5001,1392
C++,10000,binaria,inicio,30,14101,0,2844,14,40
C++,10000,binaria,centro,23,15825,5000,6022,14,30
C++,10000,binaria,ausente,27,18288,-1,-1,14,40
C++,10000,lineal,centro,4,15825,5000,5000,5001,1392
C++,10000,binaria,ausente,2,18288,-1,-1,14,40
C++,10000,binaria,ausente,9,18288,-1,-1,14,40
C++,10000,lineal,final,8,15100,9999,9999,10000,2744
C++,10000,lineal,inicio,24,14101,0,0,1,31
C++,10000,lineal,inicio,19,14101,0,0,1,20
C++,10000,binaria,final,20,15100,9999,4912,12,40
C++,10000,binaria,inicio,19,14101,0,2844,14,40
C++,10000,lineal,ausente,27,18288,-1,-1,10000,2744
C++,10000,binaria,centro,15,15825,5000,6022,14,50
C++,10000,lineal,centro,19,15825,5000,5000,5001,1402
C++,10000,binaria,centro,13,15825,5000,6022,14,40
C++,10000,binaria,final,11,15100,9999,4912,12,40
C++,10000,lineal,inicio,10,14101,0,0,1,30
C++,10000,binaria,ausente,14,18288,-1,-1,14,40
C++,10000,lineal,centro,2,15825,5000,5000,5001,1392
C++,10000,binaria,ausente,6,18288,-1,-1,14,30
C++,10000,lineal,ausente,24,18288,-1,-1,10000,2744
C++,10000,binaria,centro,5,15825,5000,6022,14,50
C++,10000,lineal,ausente,2,18288,-1,-1,10000,2734
C++,10000,lineal,centro,5,15825,5000,5000,5001,1392
C++,10000,lineal,ausente,12,18288,-1,-1,10000,2734
C++,10000,lineal,ausente,9,18288,-1,-1,10000,2734
C++,10000,binaria,inicio,1,14101,0,2844,14,30
C++,10000,binaria,final,4,15100,9999,4912,12,40
C++,10000,binaria,inicio,18,14101,0,2844,14,40
C++,10000,binaria,final,5,15100,9999,4912,12,40
C++,10000,lineal,ausente,4,18288,-1,-1,10000,2744
C++,10000,binaria,final,8,15100,9999,4912,12,40
C++,10000,binaria,ausente,25,18288,-1,-1,14,41
C++,10000,lineal,centro,3,15825,5000,5000,5001,1412
C++,100000,binaria,centro,24,13651,50000,21353,17,281
C++,100000,binaria,inicio,4,16363,0,67916,16,130
C++,100000,lineal,ausente,27,18288,-1,-1,100000,27340
C++,100000,lineal,inicio,26,16363,0,0,1,40
C++,100000,binaria,inicio,11,16363,0,67916,16,70
C++,100000,binaria,ausente,9,18288,-1,-1,17,60
C++,100000,lineal,ausente,16,18288,-1,-1,100000,27160
C++,100000,lineal,centro,25,13651,50000,50000,50001,13660
C++,100000,binaria,inicio,19,16363,0,67916,16,111
C++,100000,lineal,centro,23,13651,50000,50000,50001,13590
C++,100000,binaria,centro,17,13651,50000,21353,17,130
C++,100000,binaria,ausente,25,18288,-1,-1,17,90
C++,100000,binaria,final,23,12353,99999,94,16,80
C++,100000,lineal,centro,18,13651,50000,50000,50001,13590
C++,100000,lineal,ausente,24,18288,-1,-1,100000,27140
C++,100000,lineal,centro,12,13651,50000,50000,50001,13590
C++,100000,lineal,inicio,11,16363,0,0,1,30
C++,100000,binaria,ausente,20,18288,-1,-1,17,100
C++,100000,lineal,inicio,16,16363,0,0,1,20
C++,100000,lineal,inicio,4,16363,0,0,1,30
C++,100000,binaria,final,19,12353,99999,94,16,50
C++,100000,binaria,ausente,13,18288,-1,-1,17,51
C++,100000,binaria,final,25,12353,99999,94,16,50
C++,100000,binaria,centro,7,13651,50000,21353,17,91
C++,100000,binaria,final,4,12353,99999,94,16,60
C++,100000,binaria,centro,6,13651,50000,21353,17,40
C++,100000,binaria,inicio,16,16363,0,67916,16,90
C++,100000,binaria,ausente,15,18288,-1,-1,17,40
C++,100000,lineal,final,13,12353,99999,99999,100000,27430
C++,100000,binaria,inicio,10,16363,0,67916,16,50
C++,100000,lineal,ausente,12,18288,-1,-1,100000,27141
C++,100000,binaria,final,21,12353,99999,94,16,80
C++,100000,lineal,centro,29,13651,50000,50000,50001,13600
C++,100000,binaria,final,13,12353,99999,94,16,40
C++,100000,binaria,inicio,21,16363,0,67916,16,80
C++,100000,lineal,ausente,1,18288,-1,-1,100000,27130
C++,100000,binaria,final,26,12353,99999,94,16,40
C++,100000,binaria,final,14,12353,99999,94,16,50
C++,100000,lineal,inicio,17,16363,0,0,1,30
C++,100000,binaria,ausente,21,18288,-1,-1,17,40
C++,100000,binaria,centro,3,13651,50000,21353,17,50
C++,100000,binaria,inicio,18,16363,0,67916,16,40
C++,100000,binaria,ausente,6,18288,-1,-1,17,40
C++,100000,binaria,final,6,12353,99999,94,16,40
C++,100000,lineal,inicio,8,16363,0,0,1,20
C++,100000,binaria,ausente,3,18288,-1,-1,17,40
C++,100000,lineal,ausente,10,18288,-1,-1,100000,27140
C++,100000,binaria,ausente,24,18288,-1,-1,17,70
C++,100000,binaria,inicio,25,16363,0,67916,16,51
C++,100000,binaria,final,22,12353,99999,94,16,50
C++,100000,lineal,inicio,6,16363,0,0,1,30
C++,100000,lineal,inicio,23,16363,0,0,1,30
C++,100000,binaria,ausente,26,18288,-1,-1,17,40
C++,100000,lineal,ausente,11,18288,-1,-1,100000,27140
C++,100000,lineal,inicio,27,16363,0,0,1,40
C++,100000,lineal,final,9,12353,99999,99999,100000,27150
C++,100000,binaria,inicio,2,16363,0,67916,16,60
C++,100000,lineal,final,8,12353,99999,99999,100000,27361
C++,100000,lineal,final,28,12353,99999,99999,100000,27170
C++,100000,lineal,final,23,12353,99999,99999,100000,27150
C++,100000,binaria,centro,10,13651,50000,21353,17,60
C++,100000,lineal,ausente,6,18288,-1,-1,100000,27150
C++,100000,lineal,inicio,24,16363,0,0,1,40
C++,100000,binaria,ausente,30,18288,-1,-1,17,40
C++,100000,binaria,inicio,9,16363,0,67916,16,40
C++,100000,binaria,inicio,22,16363,0,67916,16,40
C++,100000,binaria,ausente,4,18288,-1,-1,17,41
C++,100000,lineal,final,3,12353,99999,99999,100000,27150
C++,100000,lineal,final,1,12353,99999,99999,100000,27140
C++,100000,lineal,centro,4,13651,50000,50000,50001,13601
C++,100000,binaria,final,11,12353,99999,94,16,40
C++,100000,binaria,centro,21,13651,50000,21353,17,41
C++,100000,binaria,final,3,12353,99999,94,16,40
C++,100000,lineal,final,7,12353,99999,99999,100000,27151
C++,100000,binaria,ausente,27,18288,-1,-1,17,50
C++,100000,lineal,centro,8,13651,50000,50000,50001,13580
C++,100000,lineal,final,20,12353,99999,99999,100000,27120
C++,100000,lineal,centro,6,13651,50000,50000,50001,13590
C++,100000,lineal,ausente,22,18288,-1,-1,100000,27121
C++,100000,binaria,centro,16,13651,50000,21353,17,70
C++,100000,binaria,final,24,12353,99999,94,16,50
C++,100000,lineal,inicio,9,16363,0,0,1,20
C++,100000,binaria,final,17,12353,99999,94,16,51
C++,100000,lineal,final,18,12353,99999,99999,100000,27150
C++,100000,binaria,centro,19,13651,50000,21353,17,40
C++,100000,lineal,ausente,20,18288,-1,-1,100000,27140
C++,100000,binaria,centro,14,13651,50000,21353,17,40
C++,100000,lineal,ausente,23,18288,-1,-1,100000,27150
C++,100000,binaria,centro,5,13651,50000,21353,17,40
C++,100000,lineal,ausente,5,18288,-1,-1,100000,27141
C++,100000,binaria,ausente,10,18288,-1,-1,17,80
C++,100000,binaria,centro,18,13651,50000,21353,17,50
C++,100000,lineal,centro,5,13651,50000,50000,50001,13590
C++,100000,lineal,ausente,9,18288,-1,-1,100000,27130
C++,100000,binaria,ausente,18,18288,-1,-1,17,40
C++,100000,lineal,final,5,12353,99999,99999,100000,27140
C++,100000,lineal,centro,3,13651,50000,50000,50001,13590
C++,100000,binaria,ausente,11,18288,-1,-1,17,60
C++,100000,binaria,final,18,12353,99999,94,16,40
C++,100000,lineal,centro,2,13651,50000,50000,50001,13590
C++,100000,lineal,ausente,13,18288,-1,-1,100000,40460
C++,100000,binaria,final,2,12353,99999,94,16,50
C++,100000,binaria,centro,26,13651,50000,21353,17,40
C++,100000,lineal,centro,26,13651,50000,50000,50001,13600
C++,100000,lineal,centro,1,13651,50000,50000,50001,13570
C++,100000,binaria,inicio,1,16363,0,67916,16,50
C++,100000,binaria,centro,25,13651,50000,21353,17,60
C++,100000,lineal,ausente,15,18288,-1,-1,100000,27130
C++,100000,binaria,inicio,12,16363,0,67916,16,70
C++,100000,binaria,ausente,23,18288,-1,-1,17,50
C++,100000,binaria,final,8,12353,99999,94,16,50
C++,100000,lineal,final,11,12353,99999,99999,100000,27140
C++,100000,binaria,inicio,30,16363,0,67916,16,50
C++,100000,lineal,ausente,14,18288,-1,-1,100000,27131
C++,100000,lineal,centro,10,13651,50000,50000,50001,13620
C++,100000,binaria,ausente,5,18288,-1,-1,17,50
C++,100000,lineal,final,12,12353,99999,99999,100000,27130
C++,100000,binaria,centro,29,13651,50000,21353,17,120
C++,100000,lineal,centro,7,13651,50000,50000,50001,13591
C++,100000,lineal,centro,11,13651,50000,50000,50001,13570
C++,100000,binaria,ausente,22,18288,-1,-1,17,60
C++,100000,binaria,centro,27,13651,50000,21353,17,70
C++,100000,lineal,final,4,12353,99999,99999,100000,27130
C++,100000,binaria,final,12,12353,99999,94,16,60
C++,100000,lineal,inicio,2,16363,0,0,1,30
C++,100000,binaria,final,28,12353,99999,94,16,40
C++,100000,lineal,inicio,12,16363,0,0,1,31
C++,100000,lineal,ausente,18,18288,-1,-1,100000,27130
C++,100000,binaria,final,7,12353,99999,94,16,60
C++,100000,binaria,ausente,7,18288,-1,-1,17,60
C++,100000,binaria,centro,9,13651,50000,21353,17,60
C++,100000,lineal,final,26,12353,99999,99999,100000,27140
C++,100000,lineal,final,2,12353,99999,99999,100000,27150
C++,100000,binaria,inicio,24,16363,0,67916,16,90
C++,100000,binaria,final,20,12353,99999,94,16,50
C++,100000,binaria,inicio,23,16363,0,67916,16,50
C++,100000,binaria,inicio,29,16363,0,67916,16,50
C++,100000,lineal,ausente,21,18288,-1,-1,100000,27151
C++,100000,lineal,final,19,12353,99999,99999,100000,27381
C++,100000,lineal,centro,27,13651,50000,50000,50001,13610
C++,100000,lineal,centro,22,13651,50000,50000,50001,13570
C++,100000,lineal,final,6,12353,99999,99999,100000,27521
C++,100000,binaria,ausente,12,18288,-1,-1,17,60
C++,100000,lineal,final,30,12353,99999,99999,100000,27130
C++,100000,binaria,inicio,20,16363,0,67916,16,40
C++,100000,lineal,centro,21,13651,50000,50000,50001,13590
C++,100000,binaria,centro,20,13651,50000,21353,17,70
C++,100000,lineal,inicio,25,16363,0,0,1,30
C++,100000,lineal,final,22,12353,99999,99999,100000,27130
C++,100000,lineal,final,27,12353,99999,99999,100000,27131
C++,100000,binaria,inicio,17,16363,0,67916,16,40
C++,100000,lineal,final,29,12353,99999,99999,100000,27240
C++,100000,binaria,inicio,27,16363,0,67916,16,41
C++,100000,lineal,centro,15,13651,50000,50000,50001,77975
C++,100000,lineal,inicio,5,16363,0,0,1,30
C++,100000,binaria,centro,8,13651,50000,21353,17,80
C++,100000,binaria,ausente,28,18288,-1,-1,17,70
C++,100000,binaria,ausente,14,18288,-1,-1,17,60
C++,100000,lineal,inicio,30,16363,0,0,1,40
C++,100000,binaria,centro,11,13651,50000,21353,17,40
C++,100000,binaria,inicio,3,16363,0,67916,16,81
C++,100000,binaria,centro,22,13651,50000,21353,17,50
C++,100000,binaria,ausente,17,18288,-1,-1,17,50
C++,100000,lineal,inicio,21,16363,0,0,1,20
C++,100000,lineal,centro,20,13651,50000,50000,50001,13620
C++,100000,binaria,inicio,15,16363,0,67916,16,60
C++,100000,binaria,inicio,5,16363,0,67916,16,40
C++,100000,binaria,ausente,8,18288,-1,-1,17,50
C++,100000,binaria,final,10,12353,99999,94,16,60
C++,100000,lineal,ausente,26,18288,-1,-1,100000,27130
C++,100000,binaria,final,5,12353,99999,94,16,50
C++,100000,binaria,ausente,19,18288,-1,-1,17,50
C++,100000,lineal,ausente,28,18288,-1,-1,100000,27140
C++,100000,lineal,inicio,19,16363,0,0,1,40
C++,100000,binaria,centro,15,13651,50000,21353,17,40
C++,100000,lineal,ausente,8,18288,-1,-1,100000,27140
C++,100000,lineal,final,24,12353,99999,99999,100000,27161
C++,100000,lineal,centro,30,13651,50000,50000,50001,13610
C++,100000,lineal,inicio,1,16363,0,0,1,30
C++,100000,lineal,inicio,28,16363,0,0,1,20
C++,100000,lineal,inicio,3,16363,0,0,1,20
C++,100000,lineal,centro,24,13651,50000,50000,50001,13560
C++,100000,binaria,inicio,26,16363,0,67916,16,40
C++,100000,binaria,ausente,16,18288,-1,-1,17,50
C++,100000,binaria,final,15,12353,99999,94,16,51
C++,100000,lineal,ausente,7,18288,-1,-1,100000,27130
C++,100000,binaria,centro,28,13651,50000,21353,17,80
C++,100000,binaria,centro,2,13651,50000,21353,17,40
C++,100000,lineal,final,16,12353,99999,99999,100000,27140
C++,100000,binaria,final,1,12353,99999,94,16,50
C++,100000,binaria,final,29,12353,99999,94,16,30
C++,100000,binaria,centro,30,13651,50000,21353,17,50
C++,100000,lineal,centro,16,13651,50000,50000,50001,13790
C++,100000,lineal,final,15,12353,99999,99999,100000,27140
C++,100000,binaria,final,27,12353,99999,94,16,40
C++,100000,lineal,inicio,20,16363,0,0,1,30
C++,100000,lineal,inicio,7,16363,0,0,1,30
C++,100000,lineal,inicio,14,16363,0,0,1,20
C++,100000,binaria,inicio,7,16363,0,67916,16,60
C++,100000,binaria,inicio,6,16363,0,67916,16,40
C++,100000,lineal,final,14,12353,99999,99999,100000,27130
C++,100000,lineal,ausente,3,18288,-1,-1,100000,27130
C++,100000,binaria,ausente,1,18288,-1,-1,17,41
C++,100000,lineal,centro,19,13651,50000,50000,50001,13590
C++,100000,lineal,ausente,2,18288,-1,-1,100000,56203
C++,100000,lineal,ausente,25,18288,-1,-1,100000,27151
C++,100000,lineal,final,17,12353,99999,99999,100000,27140
C++,100000,lineal,final,25,12353,99999,99999,100000,27140
C++,100000,lineal,inicio,13,16363,0,0,1,40
C++,100000,binaria,inicio,13,16363,0,67916,16,60
C++,100000,lineal,ausente,19,18288,-1,-1,100000,27141
C++,100000,binaria,final,30,12353,99999,94,16,60
C++,100000,lineal,centro,13,13651,50000,50000,50001,13620
C++,100000,lineal,ausente,17,18288,-1,-1,100000,27141
C++,100000,lineal,ausente,4,18288,-1,-1,100000,27140
C++,100000,binaria,centro,1,13651,50000,21353,17,70
C++,100000,lineal,inicio,22,16363,0,0,1,20
C++,100000,lineal,centro,14,13651,50000,50000,50001,13590
C++,100000,binaria,ausente,29,18288,-1,-1,17,70
C++,100000,binaria,final,9,12353,99999,94,16,40
C++,100000,binaria,centro,12,13651,50000,21353,17,50
C++,100000,lineal,centro,17,13651,50000,50000,50001,13590
C++,100000,binaria,centro,13,13651,50000,21353,17,60
C++,100000,lineal,inicio,18,16363,0,0,1,30
C++,100000,binaria,centro,4,13651,50000,21353,17,50
C++,100000,lineal,inicio,10,16363,0,0,1,30
C++,100000,lineal,final,21,12353,99999,99999,100000,27120
C++,100000,binaria,final,16,12353,99999,94,16,50
C++,100000,binaria,ausente,2,18288,-1,-1,17,60
C++,100000,lineal,ausente,30,18288,-1,-1,100000,44846
C++,100000,lineal,final,10,12353,99999,99999,100000,27160
C++,100000,lineal,centro,9,13651,50000,50000,50001,13620
C++,100000,binaria,inicio,28,16363,0,67916,16,60
C++,100000,binaria,inicio,14,16363,0,67916,16,30
C++,100000,binaria,centro,23,13651,50000,21353,17,60
C++,100000,lineal,centro,28,13651,50000,50000,50001,13580
C++,100000,lineal,inicio,15,16363,0,0,1,30
C++,100000,binaria,inicio,8,16363,0,67916,16,50
C++,100000,lineal,inicio,29,16363,0,0,1,30
C++,100000,lineal,ausente,29,18288,-1,-1,100000,27131
C++,500000,binaria,inicio,1,14259,0,158841,19,281
C++,500000,lineal,final,5,13366,499999,499999,500000,136132
C++,500000,lineal,final,14,13366,499999,499999,500000,167919
C++,500000,lineal,ausente,16,18288,-1,-1,500000,193067
C++,500000,lineal,centro,20,13703,250000,250000,250001,68121
C++,500000,lineal,ausente,15,18288,-1,-1,500000,194348
C++,500000,binaria,ausente,19,18288,-1,-1,19,230
C++,500000,binaria,centro,7,13703,250000,110645,18,281
C++,500000,lineal,centro,14,13703,250000,250000,250001,68001
C++,500000,lineal,inicio,14,14259,0,0,1,40
C++,500000,lineal,centro,9,13703,250000,250000,250001,67881
C++,500000,binaria,inicio,14,14259,0,158841,19,240
C++,500000,binaria,final,2,13366,499999,88657,19,150
C++,500000,binaria,ausente,5,18288,-1,-1,19,101
C++,500000,binaria,final,3,13366,499999,88657,19,70
C++,500000,lineal,final,24,13366,499999,499999,500000,135932
C++,500000,binaria,ausente,29,18288,-1,-1,19,150
C++,500000,lineal,final,26,13366,499999,499999,500000,135781
C++,500000,lineal,centro,18,13703,250000,250000,250001,67970
C++,500000,lineal,centro,21,13703,250000,250000,250001,97294
C++,500000,lineal,ausente,8,18288,-1,-1,500000,135942
C++,500000,binaria,inicio,8,14259,0,158841,19,170
C++,500000,binaria,final,29,13366,499999,88657,19,90
C++,500000,lineal,centro,30,13703,250000,250000,250001,67920
C++,500000,lineal,centro,11,13703,250000,250000,250001,67961
C++,500000,binaria,centro,20,13703,250000,110645,18,361
C++,500000,binaria,centro,4,13703,250000,110645,18,40
C++,500000,lineal,final,2,13366,499999,499999,500000,156102
C++,500000,binaria,centro,8,13703,250000,110645,18,120
C++,500000,lineal,ausente,5,18288,-1,-1,500000,169561
C++,500000,binaria,centro,12,13703,250000,110645,18,220
C++,500000,binaria,final,20,13366,499999,88657,19,150
C++,500000,binaria,ausente,11,18288,-1,-1,19,181
C++,500000,lineal,centro,13,13703,250000,250000,250001,67981
C++,500000,lineal,centro,8,13703,250000,250000,250001,68001
C++,500000,binaria,ausente,6,18288,-1,-1,19,90
C++,500000,binaria,inicio,3,14259,0,158841,19,280
C++,500000,lineal,centro,4,13703,250000,250000,250001,67950
C++,500000,binaria,centro,30,13703,250000,110645,18,230
C++,500000,binaria,inicio,22,14259,0,158841,19,140
C++,500000,lineal,inicio,9,14259,0,0,1,50
C++,500000,lineal,final,13,13366,499999,499999,500000,166487
C++,500000,binaria,final,22,13366,499999,88657,19,221
C++,500000,binaria,ausente,13,18288,-1,-1,19,70
C++,500000,binaria,ausente,22,18288,-1,-1,19,50
