lenguaje,n,algoritmo,escenario,repeticion,clave,posicion_origen,posicion,comparaciones,tiempo_ns
C++,500000,binaria,centro,11,13703,250000,110645,18,60
C++,500000,binaria,centro,17,13703,250000,110645,18,40
C++,500000,lineal,ausente,12,18288,-1,-1,500000,135932
C++,500000,binaria,inicio,27,14259,0,158841,19,120
C++,500000,binaria,final,16,13366,499999,88657,19,60
C++,500000,lineal,final,9,13366,499999,499999,500000,135972
C++,500000,binaria,centro,21,13703,250000,110645,18,70
C++,500000,binaria,inicio,28,14259,0,158841,19,50
C++,500000,binaria,ausente,21,18288,-1,-1,19,60
C++,500000,lineal,centro,19,13703,250000,250000,250001,68201
C++,500000,binaria,final,27,13366,499999,88657,19,90
C++,500000,binaria,ausente,14,18288,-1,-1,19,60
C++,500000,binaria,ausente,12,18288,-1,-1,19,40
C++,500000,lineal,ausente,4,18288,-1,-1,500000,200408
C++,500000,binaria,inicio,11,14259,0,158841,19,90
C++,500000,binaria,final,25,13366,499999,88657,19,170
C++,500000,lineal,inicio,12,14259,0,0,1,80
C++,500000,binaria,ausente,27,18288,-1,-1,19,50
C++,500000,lineal,inicio,3,14259,0,0,1,30
C++,500000,binaria,inicio,26,14259,0,158841,19,50
C++,500000,lineal,ausente,13,18288,-1,-1,500000,146337
C++,500000,binaria,final,12,13366,499999,88657,19,210
C++,500000,lineal,inicio,29,14259,0,0,1,31
C++,500000,binaria,ausente,30,18288,-1,-1,19,100
C++,500000,lineal,ausente,20,18288,-1,-1,500000,135812
C++,500000,lineal,final,8,13366,499999,499999,500000,252825
C++,500000,lineal,final,11,13366,499999,499999,500000,136162
C++,500000,binaria,ausente,25,18288,-1,-1,19,190
C++,500000,lineal,ausente,26,18288,-1,-1,500000,135781
C++,500000,binaria,ausente,1,18288,-1,-1,19,60
C++,500000,binaria,final,17,13366,499999,88657,19,271
C++,500000,lineal,ausente,1,18288,-1,-1,500000,135772
C++,500000,lineal,centro,27,13703,250000,250000,250001,67951
C++,500000,binaria,inicio,18,14259,0,158841,19,140
C++,500000,lineal,inicio,28,14259,0,0,1,40
C++,500000,lineal,final,19,13366,499999,499999,500000,135801
C++,500000,binaria,centro,9,13703,250000,110645,18,330
C++,500000,binaria,inicio,2,14259,0,158841,19,100
C++,500000,lineal,inicio,17,14259,0,0,1,30
C++,500000,binaria,final,21,13366,499999,88657,19,50
C++,500000,binaria,inicio,23,14259,0,158841,19,40
C++,500000,lineal,inicio,22,14259,0,0,1,20
C++,500000,binaria,final,14,13366,499999,88657,19,40
C++,500000,binaria,centro,16,13703,250000,110645,18,50
C++,500000,binaria,final,24,13366,499999,88657,19,60
C++,500000,binaria,final,13,13366,499999,88657,19,40
C++,500000,lineal,inicio,7,14259,0,0,1,20
C++,500000,lineal,inicio,10,14259,0,0,1,20
C++,500000,binaria,inicio,29,14259,0,158841,19,40
C++,500000,lineal,final,4,13366,499999,499999,500000,135781
C++,500000,binaria,inicio,13,14259,0,158841,19,70
C++,500000,binaria,final,30,13366,499999,88657,19,60
C++,500000,binaria,centro,23,13703,250000,110645,18,60
C++,500000,lineal,inicio,16,14259,0,0,1,40
C++,500000,binaria,ausente,16,18288,-1,-1,19,60
C++,500000,lineal,ausente,29,18288,-1,-1,500000,173848
C++,500000,binaria,final,18,13366,499999,88657,19,131
C++,500000,lineal,final,22,13366,499999,499999,500000,135862
C++,500000,lineal,final,15,13366,499999,499999,500000,177574
C++,500000,binaria,centro,19,13703,250000,110645,18,211
C++,500000,binaria,final,10,13366,499999,88657,19,50
C++,500000,lineal,ausente,9,18288,-1,-1,500000,135801
C++,500000,binaria,inicio,25,14259,0,158841,19,80
C++,500000,binaria,ausente,28,18288,-1,-1,19,70
C++,500000,lineal,centro,15,13703,250000,250000,250001,67950
C++,500000,binaria,centro,6,13703,250000,110645,18,230
C++,500000,lineal,centro,1,13703,250000,250000,250001,67971
C++,500000,binaria,final,28,13366,499999,88657,19,211
C++,500000,lineal,ausente,22,18288,-1,-1,500000,135761
C++,500000,binaria,centro,3,13703,250000,110645,18,190
C++,500000,lineal,inicio,1,14259,0,0,1,40
C++,500000,binaria,final,4,13366,499999,88657,19,70
C++,500000,binaria,inicio,21,14259,0,158841,19,50
C++,500000,binaria,ausente,17,18288,-1,-1,19,60
C++,500000,binaria,inicio,6,14259,0,158841,19,40
C++,500000,binaria,centro,18,13703,250000,110645,18,50
C++,500000,lineal,final,23,13366,499999,499999,500000,135742
C++,500000,lineal,centro,6,13703,250000,250000,250001,101431
C++,500000,lineal,centro,26,13703,250000,250000,250001,67970
C++,500000,lineal,final,29,13366,499999,499999,500000,135861
C++,500000,lineal,inicio,5,14259,0,0,1,40
C++,500000,lineal,ausente,19,18288,-1,-1,500000,136132
C++,500000,lineal,ausente,23,18288,-1,-1,500000,135861
C++,500000,binaria,centro,14,13703,250000,110645,18,230
C++,500000,binaria,inicio,24,14259,0,158841,19,60
C++,500000,lineal,final,10,13366,499999,499999,500000,135792
C++,500000,binaria,ausente,7,18288,-1,-1,19,81
C++,500000,lineal,final,21,13366,499999,499999,500000,135771
C++,500000,lineal,centro,29,13703,250000,250000,250001,67971
C++,500000,binaria,ausente,23,18288,-1,-1,19,61
C++,500000,binaria,final,9,13366,499999,88657,19,100
C++,500000,binaria,final,11,13366,499999,88657,19,40
C++,500000,binaria,centro,2,13703,250000,110645,18,60
C++,500000,lineal,ausente,2,18288,-1,-1,500000,482817
C++,500000,lineal,ausente,24,18288,-1,-1,500000,136312
C++,500000,lineal,centro,16,13703,250000,250000,250001,81601
C++,500000,lineal,centro,3,13703,250000,250000,250001,68021
C++,500000,binaria,centro,26,13703,250000,110645,18,311
C++,500000,lineal,final,1,13366,499999,499999,500000,135942
C++,500000,lineal,ausente,28,18288,-1,-1,500000,268989
C++,500000,lineal,inicio,20,14259,0,0,1,40
C++,500000,binaria,inicio,30,14259,0,158841,19,190
C++,500000,binaria,inicio,5,14259,0,158841,19,70
C++,500000,binaria,final,19,13366,499999,88657,19,240
C++,500000,binaria,centro,15,13703,250000,110645,18,120
C++,500000,lineal,final,17,13366,499999,499999,500000,135982
C++,500000,lineal,ausente,14,18288,-1,-1,500000,193286
C++,500000,binaria,inicio,12,14259,0,158841,19,80
C++,500000,lineal,inicio,2,14259,0,0,1,40
C++,500000,lineal,ausente,11,18288,-1,-1,500000,135961
C++,500000,binaria,final,6,13366,499999,88657,19,140
C++,500000,binaria,ausente,8,18288,-1,-1,19,170
C++,500000,lineal,ausente,3,18288,-1,-1,500000,135802
C++,500000,binaria,final,23,13366,499999,88657,19,191
C++,500000,lineal,ausente,21,18288,-1,-1,500000,135822
C++,500000,binaria,ausente,9,18288,-1,-1,19,100
C++,500000,binaria,ausente,4,18288,-1,-1,19,40
C++,500000,lineal,inicio,30,14259,0,0,1,40
C++,500000,binaria,final,1,13366,499999,88657,19,50
C++,500000,binaria,centro,28,13703,250000,110645,18,50
C++,500000,lineal,final,18,13366,499999,499999,500000,135791
C++,500000,lineal,centro,28,13703,250000,250000,250001,102882
C++,500000,lineal,centro,23,13703,250000,250000,250001,67981
C++,500000,binaria,inicio,9,14259,0,158841,19,111
C++,500000,binaria,ausente,20,18288,-1,-1,19,80
C++,500000,lineal,final,12,13366,499999,499999,500000,135892
C++,500000,binaria,inicio,16,14259,0,158841,19,90
C++,500000,lineal,inicio,23,14259,0,0,1,40
C++,500000,lineal,ausente,25,18288,-1,-1,500000,175650
C++,500000,binaria,final,8,13366,499999,88657,19,90
C++,500000,lineal,centro,25,13703,250000,250000,250001,67950
C++,500000,lineal,centro,17,13703,250000,250000,250001,67991
C++,500000,lineal,centro,12,13703,250000,250000,250001,67951
C++,500000,binaria,centro,10,13703,250000,110645,18,81
C++,500000,lineal,inicio,19,14259,0,0,1,40
C++,500000,lineal,inicio,15,14259,0,0,1,30
C++,500000,lineal,final,6,13366,499999,499999,500000,135771
C++,500000,lineal,inicio,25,14259,0,0,1,40
C++,500000,binaria,final,7,13366,499999,88657,19,51
C++,500000,binaria,ausente,18,18288,-1,-1,19,120
C++,500000,binaria,inicio,19,14259,0,158841,19,51
C++,500000,binaria,centro,22,13703,250000,110645,18,50
C++,500000,binaria,ausente,10,18288,-1,-1,19,40
C++,500000,binaria,centro,24,13703,250000,110645,18,50
C++,500000,lineal,ausente,6,18288,-1,-1,500000,136142
C++,500000,lineal,final,30,13366,499999,499999,500000,217142
C++,500000,lineal,final,7,13366,499999,499999,500000,135862
C++,500000,binaria,inicio,7,14259,0,158841,19,160
C++,500000,lineal,inicio,21,14259,0,0,1,40
C++,500000,lineal,inicio,4,14259,0,0,1,20
C++,500000,binaria,inicio,17,14259,0,158841,19,50
C++,500000,binaria,ausente,3,18288,-1,-1,19,81
C++,500000,binaria,final,26,13366,499999,88657,19,130
C++,500000,lineal,ausente,30,18288,-1,-1,500000,135812
C++,500000,binaria,inicio,4,14259,0,158841,19,210
C++,500000,binaria,final,5,13366,499999,88657,19,191
C++,500000,binaria,ausente,2,18288,-1,-1,19,50
C++,500000,lineal,final,25,13366,499999,499999,500000,135782
C++,500000,lineal,centro,2,13703,250000,250000,250001,67980
C++,500000,lineal,centro,10,13703,250000,250000,250001,67981
C++,500000,lineal,final,16,13366,499999,499999,500000,138815
C++,500000,lineal,inicio,27,14259,0,0,1,41
C++,500000,lineal,inicio,8,14259,0,0,1,20
C++,500000,lineal,final,27,13366,499999,499999,500000,135842
C++,500000,lineal,inicio,6,14259,0,0,1,31
C++,500000,lineal,inicio,26,14259,0,0,1,20
C++,500000,lineal,ausente,7,18288,-1,-1,500000,170864
C++,500000,binaria,inicio,20,14259,0,158841,19,240
C++,500000,binaria,inicio,15,14259,0,158841,19,60
C++,500000,lineal,centro,22,13703,250000,250000,250001,67971
C++,500000,lineal,ausente,17,18288,-1,-1,500000,135791
C++,500000,lineal,inicio,18,14259,0,0,1,40
C++,500000,lineal,ausente,18,18288,-1,-1,500000,135752
C++,500000,lineal,centro,24,13703,250000,250000,250001,67981
C++,500000,binaria,centro,13,13703,250000,110645,18,180
C++,500000,lineal,centro,7,13703,250000,250000,250001,67980
C++,500000,lineal,inicio,24,14259,0,0,1,30
C++,500000,lineal,inicio,13,14259,0,0,1,21
C++,500000,lineal,inicio,11,14259,0,0,1,20
C++,500000,binaria,ausente,15,18288,-1,-1,19,70
C++,500000,lineal,centro,5,13703,250000,250000,250001,67961
C++,500000,lineal,ausente,10,18288,-1,-1,500000,135782
C++,500000,binaria,centro,1,13703,250000,110645,18,60
C++,500000,lineal,final,20,13366,499999,499999,500000,228118
C++,500000,binaria,inicio,10,14259,0,158841,19,70
C++,500000,lineal,ausente,27,18288,-1,-1,500000,135902
C++,500000,binaria,ausente,24,18288,-1,-1,19,100
C++,500000,binaria,centro,27,13703,250000,110645,18,120
C++,500000,binaria,centro,25,13703,250000,110645,18,40
C++,500000,binaria,final,15,13366,499999,88657,19,40
C++,500000,lineal,final,3,13366,499999,499999,500000,135771
C++,500000,binaria,centro,29,13703,250000,110645,18,70
C++,500000,binaria,ausente,26,18288,-1,-1,19,60
C++,500000,lineal,final,28,13366,499999,499999,500000,135761
C++,500000,binaria,centro,5,13703,250000,110645,18,60
